model,day_index,open_phase_model,hardwood_phase_model,open_precipitation_m,hardwood_precipitation_m,open_ground_accumulation_m,hardwood_ground_accumulation_m,precipitation_equal,accumulation_equal,phase_model_equal
B,2707,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2708,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2709,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0114,0.0114,0.0,0.0,True,True,True
B,2710,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0081,0.0081,0.0,0.0,True,True,True
B,2711,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0185,0.0185,0.0,0.0,True,True,True
B,2712,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2713,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2714,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0061,0.0061,0.0,0.0,True,True,True
B,2715,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2716,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2717,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2718,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0023,0.0023,0.0,0.0,True,True,True
B,2719,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0051,0.0051,0.0,0.0,True,True,True
B,2720,harder_pomeroy_hourly,harder_pomeroy_hourly,0.014,0.014,0.0,0.0,True,True,True
B,2721,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2722,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2723,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2724,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2725,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2726,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2727,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2728,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2729,harder_pomeroy_hourly,harder_pomeroy_hourly,0.018,0.018,0.0,0.0,True,True,True
B,2730,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2731,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2732,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2733,harder_pomeroy_hourly,harder_pomeroy_hourly,0.01680000000000001,0.01680000000000001,0.0,0.0,True,True,True
B,2734,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0155,0.0155,0.0,0.0,True,True,True
B,2735,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2736,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0018,0.0018,0.0,0.0,True,True,True
B,2737,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2738,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2739,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0213,0.0213,0.0,0.0,True,True,True
B,2740,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0033,0.0033,0.0,0.0,True,True,True
B,2741,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2742,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2743,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2744,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2745,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2746,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2747,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0079,0.0079,0.0,0.0,True,True,True
B,2748,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2749,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2750,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2751,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0071,0.0071,0.0,0.0,True,True,True
B,2752,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2753,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2754,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2755,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2756,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2757,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0018,0.0018,0.0,0.0,True,True,True
B,2758,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2759,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0063,0.0063,0.0,0.0,True,True,True
B,2760,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2761,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0046,0.0046,0.0,0.0,True,True,True
B,2762,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2763,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2764,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2765,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2766,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2767,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2768,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2769,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2770,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0175,0.0175,0.0,0.0,True,True,True
B,2771,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0069,0.0069,0.0,0.0,True,True,True
B,2772,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2773,harder_pomeroy_hourly,harder_pomeroy_hourly,0.002,0.002,0.0,0.0,True,True,True
B,2774,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2775,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2776,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2777,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0216,0.0216,0.0,0.0,True,True,True
B,2778,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0008,0.0008,0.0,0.0,True,True,True
B,2779,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2780,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2781,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2782,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2783,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2784,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2785,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2786,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2787,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0018,0.0018,0.0,0.0,True,True,True
B,2788,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2789,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2790,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0051,0.0051,0.0,0.0,True,True,True
B,2791,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2792,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2793,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2794,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0043,0.0043,0.0,0.0,True,True,True
B,2795,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0091,0.0091,0.0,0.0,True,True,True
B,2796,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0201,0.0201,0.0,0.0,True,True,True
B,2797,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0051,0.0051,0.0,0.0,True,True,True
B,2798,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2799,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0043,0.0043,0.0,0.0,True,True,True
B,2800,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2801,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2802,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2803,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2804,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2805,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0038,0.0038,0.0,0.0,True,True,True
B,2806,harder_pomeroy_hourly,harder_pomeroy_hourly,0.002,0.002,0.0,0.0,True,True,True
B,2807,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0302,0.0302,0.0,0.0,True,True,True
B,2808,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0069,0.0069,0.0,0.0,True,True,True
B,2809,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2810,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2811,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0053,0.0053,0.0,0.0,True,True,True
B,2812,harder_pomeroy_hourly,harder_pomeroy_hourly,0.03529999999999999,0.03529999999999999,0.0,0.0,True,True,True
B,2813,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2814,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2815,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2816,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0066,0.0066,0.0,0.0,True,True,True
B,2817,harder_pomeroy_hourly,harder_pomeroy_hourly,0.04570000000000001,0.04570000000000001,0.0,0.0,True,True,True
B,2818,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0061,0.0061,0.0,0.0,True,True,True
B,2819,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0025,0.0025,0.0,0.0,True,True,True
B,2820,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2821,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0028,0.0028,0.0,0.0,True,True,True
B,2822,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2823,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2824,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2825,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2826,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2827,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2828,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2829,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0147,0.0147,0.0,0.0,True,True,True
B,2830,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2831,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2832,harder_pomeroy_hourly,harder_pomeroy_hourly,0.04139999999999999,0.04139999999999999,0.0,0.0,True,True,True
B,2833,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0117,0.0117,0.0,0.0,True,True,True
B,2834,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2835,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2836,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0058,0.0058,0.0,0.0,True,True,True
B,2837,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2838,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2839,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0048,0.0048,0.0,0.0,True,True,True
B,2840,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0107,0.0107,0.0,0.0,True,True,True
B,2841,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2842,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2843,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2844,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2845,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2846,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2847,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2848,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2849,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0048,0.0048,0.0,0.0,True,True,True
B,2850,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0061,0.0061,0.0,0.0,True,True,True
B,2851,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2852,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2853,harder_pomeroy_hourly,harder_pomeroy_hourly,0.003,0.003,0.0,0.0,True,True,True
B,2854,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2855,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2856,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0193,0.0193,0.0,0.0,True,True,True
B,2857,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0048,0.0048,0.0,0.0,True,True,True
B,2858,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2859,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2860,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2861,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2862,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2863,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2864,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2865,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2866,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2867,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2868,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2869,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0056,0.0056,0.0,0.0,True,True,True
B,2870,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0114,0.0114,0.0,0.0,True,True,True
B,2871,harder_pomeroy_hourly,harder_pomeroy_hourly,0.015,0.015,0.01499226823938453,0.01499388138983907,True,False,True
B,2872,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2873,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2874,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2875,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2876,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2877,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0084,0.0084,0.0,0.0,True,True,True
B,2878,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2879,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2880,harder_pomeroy_hourly,harder_pomeroy_hourly,0.002,0.002,0.0,0.0,True,True,True
B,2881,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2882,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2883,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2884,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2885,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0048,0.0048,0.0,0.0,True,True,True
B,2886,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0079,0.0079,0.0,0.0,True,True,True
B,2887,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2888,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2889,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0147,0.0147,0.0,0.0,True,True,True
B,2890,harder_pomeroy_hourly,harder_pomeroy_hourly,0.01750000000000001,0.01750000000000001,0.0,0.0,True,True,True
B,2891,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2892,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2893,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0028,0.0028,0.00243231752934692,0.00251368835461394,True,False,True
B,2894,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0033,0.0033,0.00327116161523513,0.00327906084997254,True,False,True
B,2895,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2896,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2897,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2898,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2899,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0005,0.0005,0.00021214684216867,0.00021805427338929,True,False,True
B,2900,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2901,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0038,0.0038,0.0,0.0,True,True,True
B,2902,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0028,0.0028,0.00276524471716579,0.00277424246759401,True,False,True
B,2903,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2904,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2905,harder_pomeroy_hourly,harder_pomeroy_hourly,0.018,0.0179,0.01799240158583643,0.01789434612312982,False,False,True
B,2906,harder_pomeroy_hourly,harder_pomeroy_hourly,0.002,0.002,0.00199999299167389,0.00199999368603554,True,False,True
B,2907,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2908,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2909,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0023,0.0023,0.00229999999906076,0.00229999999913136,True,True,True
B,2910,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0076,0.0076,0.0075994748668599,0.0075995886063709,True,False,True
B,2911,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2912,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2913,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2914,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2915,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2916,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2917,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2918,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0033,0.0033,0.00329999814429177,0.00329999873027332,True,False,True
B,2919,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0025,0.0025,0.00249999999581393,0.00249999999724497,True,True,True
B,2920,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2921,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0015,0.0015,0.00149999548413843,0.00149999689515223,True,False,True
B,2922,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2923,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2924,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0056,0.0056,0.00559999999466882,0.00559999999623666,True,True,True
B,2925,harder_pomeroy_hourly,harder_pomeroy_hourly,0.003,0.003,0.00299999999909971,0.00299999999929526,True,True,True
B,2926,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2927,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2928,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2929,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0165,0.0165,0.01649999999594035,0.01649999999733548,True,True,True
B,2930,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2931,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2932,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2933,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0036,0.0036,0.00359999522099207,0.00359999668649607,True,False,True
B,2934,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0046,0.0046,0.00459983617688091,0.00459988494262586,True,False,True
B,2935,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2936,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2937,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2938,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0051,0.0051,0.00509541166028625,0.00509666713162831,True,False,True
B,2939,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0079,0.0079,0.00175633450852129,0.00193905806086151,True,False,True
B,2940,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2941,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0046,0.0046,0.0045683873752561,0.00457623584105564,True,False,True
B,2942,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2943,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2944,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2945,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2946,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0224,0.0224,0.02239999997559216,0.02239999997644707,True,True,True
B,2947,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0023,0.0023,0.00229999141873035,0.00229999123794346,True,False,True
B,2948,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2949,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2950,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2951,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2952,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2953,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0053,0.0053,0.00303346766910001,0.00305509735053672,True,False,True
B,2954,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0112,0.0112,7.26755385348e-06,7.40213100532e-06,True,False,True
B,2955,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0081,0.0081,0.00809998893150151,0.00809999238630669,True,False,True
B,2956,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0142,0.0142,0.01419999696061495,0.01419999785459127,True,False,True
B,2957,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2958,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,2959,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
