Latitude: 43.928928  Longitude: -71.765647
X & Y on Lambert Conformal Conic: 2120775.51 513754.32
Tile: 11935
Elevation: 588 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),tmax (deg c),tmin (deg c),vp (Pa)
1999,252,45338.59,25.62,15.76,1789.18
1999,253,45153.78,21.47,15.63,1775.27
1999,254,44968.67,20.58,10.51,1269.72
1999,255,44783.29,20.48,6.64,976.79
1999,256,44597.66,22.12,6.27,952.02
1999,257,44411.82,21.27,7.95,1068.28
1999,258,44225.79,21.10,11.28,1336.47
1999,259,44039.61,18.18,10.84,1298.14
1999,260,43853.30,11.46,7.57,1040.93
1999,261,43666.89,16.28,5.75,918.41
1999,262,43480.40,18.30,1.25,668.49
1999,263,43293.88,18.09,2.08,709.38
1999,264,43107.34,14.31,8.17,1084.89
1999,265,42920.82,11.25,6.40,961.09
1999,266,42734.34,17.13,3.69,795.66
1999,267,42547.93,20.88,5.39,895.69
1999,268,42361.62,15.31,5.53,904.92
1999,269,42175.43,17.00,1.62,686.45
1999,270,41989.40,20.21,2.92,753.48
1999,271,41803.56,22.02,5.37,895.04
1999,272,41617.93,19.14,10.09,1234.40
1999,273,41432.54,15.47,10.10,1235.47
1999,274,41247.43,16.08,0.97,655.34
1999,275,41062.63,15.19,0.82,647.92
1999,276,40878.16,14.51,0.63,639.44
1999,277,40694.05,5.71,1.04,658.32
1999,278,40510.34,5.42,1.01,656.95
1999,279,40327.07,8.45,-2.93,492.05
1999,280,40144.26,5.52,-3.54,470.12
1999,281,39961.94,11.44,-4.97,422.36
1999,282,39780.16,16.77,-1.92,530.38
1999,283,39598.94,13.93,2.58,735.03
1999,284,39418.33,14.69,2.52,731.93
1999,285,39238.36,10.70,-2.11,523.20
1999,286,39059.07,15.48,-0.85,573.91
1999,287,38880.49,9.76,0.27,622.82
1999,288,38702.66,10.06,-4.71,430.67
1999,289,38525.64,17.29,-1.35,553.37
1999,290,38349.45,18.84,1.16,664.07
1999,291,38174.13,8.49,-0.12,605.38
1999,292,37999.75,6.95,-4.64,432.82
1999,293,37826.32,5.16,-4.46,438.73
1999,294,37653.91,8.83,-0.34,595.84
1999,295,37482.56,9.01,-3.27,480.04
1999,296,37312.31,6.64,-1.86,533.06
1999,297,37143.22,7.64,-0.25,599.86
1999,298,36975.33,4.86,-3.32,478.11
1999,299,36808.69,12.13,-4.18,448.29
1999,300,36643.37,6.24,-3.22,481.60
1999,301,36479.40,7.68,-6.57,373.59
1999,302,36316.84,12.51,-5.80,396.35
1999,303,36155.75,11.90,-2.38,512.56
1999,304,35996.19,16.08,-0.20,601.77
1999,305,35838.20,15.35,-1.64,541.62
1999,306,35681.86,14.93,0.48,632.45
1999,307,35527.22,16.46,-0.77,577.15
1999,308,35374.34,4.24,0.10,615.36
1999,309,35223.27,10.64,-4.37,441.94
1999,310,35074.09,9.72,-2.32,515.17
1999,311,34926.86,1.09,-3.54,470.20
1999,312,34781.64,0.64,-5.84,395.14
1999,313,34638.49,10.27,-6.23,383.53
1999,314,34497.48,13.71,-2.24,517.94
1999,315,34358.68,0.41,-5.94,392.23
1999,316,34222.15,1.84,-9.39,299.95
1999,317,34087.96,4.77,-7.17,356.63
1999,318,33956.18,5.83,-3.41,474.96
1999,319,33826.87,0.32,-3.28,479.46
1999,320,33700.11,-2.52,-6.15,386.02
1999,321,33575.96,-2.65,-7.75,341.01
1999,322,33454.49,3.20,-8.95,310.60
1999,323,33335.77,8.68,-4.25,445.76
1999,324,33219.87,13.09,-1.38,552.21
1999,325,33106.86,9.93,-0.23,600.56
1999,326,32996.80,13.84,0.51,633.59
1999,327,32889.76,15.97,3.08,761.69
1999,328,32785.81,15.77,3.84,803.86
1999,329,32685.02,6.21,2.29,719.97
1999,330,32587.44,11.80,2.56,734.01
1999,331,32493.15,10.50,1.65,688.09
1999,332,32402.21,3.31,-2.45,510.04
1999,333,32314.67,0.37,-5.48,406.12
1999,334,32230.60,-3.14,-8.39,324.43
1999,335,32150.06,-3.89,-13.07,223.41
1999,336,32073.11,2.83,-11.04,263.10
1999,337,31999.80,4.14,-6.31,381.12
1999,338,31930.18,4.33,-1.29,555.83
1999,339,31864.31,8.76,0.40,628.61
1999,340,31802.24,8.95,1.19,665.61
1999,341,31744.00,5.41,0.67,640.95
1999,342,31689.66,3.21,-3.34,477.40
1999,343,31639.24,5.07,-5.47,406.48
1999,344,31592.79,5.33,-6.47,376.51
1999,345,31550.34,-1.76,-6.44,377.52
1999,346,31511.94,2.02,-5.36,409.85
1999,347,31477.60,2.08,-5.18,415.43
1999,348,31447.36,1.31,-4.34,442.97
1999,349,31421.24,1.89,-4.03,453.21
1999,350,31399.26,3.94,-2.70,500.74
1999,351,31381.44,-0.38,-4.07,452.05
1999,352,31367.79,-4.65,-10.12,283.30
1999,353,31358.33,-2.33,-15.81,178.37
1999,354,31353.07,1.93,-14.32,201.78
1999,355,31352.00,2.30,-11.65,250.63
1999,356,31355.13,-3.74,-8.32,326.19
1999,357,31362.46,-5.15,-12.87,227.04
1999,358,31373.97,-9.63,-16.15,173.36
1999,359,31389.67,-8.40,-19.05,135.52
1999,360,31409.53,-4.44,-16.35,170.49
1999,361,31433.55,-9.63,-14.41,200.16
1999,362,31461.70,-9.18,-20.04,124.50
1999,363,31493.96,-3.32,-18.71,139.50
1999,364,31530.30,2.35,-13.77,211.07
1999,365,31570.69,-3.51,-13.56,214.78
2000,1,31615.31,1.91,-13.21,220.99
2000,2,31663.73,7.10,-6.84,365.94
2000,3,31716.10,9.79,-4.90,424.32
2000,4,31772.38,6.31,-2.49,508.51
2000,5,31832.52,-4.63,-10.89,266.44
2000,6,31896.49,-3.72,-15.01,190.56
2000,7,31964.22,-0.84,-13.57,214.55
2000,8,32035.68,-1.42,-9.65,293.99
2000,9,32110.80,2.16,-9.55,296.20
2000,10,32189.54,3.86,-6.67,370.68
2000,11,32271.83,4.15,-2.35,513.79
2000,12,32357.63,-2.34,-6.23,383.58
2000,13,32446.86,-8.50,-14.17,204.17
2000,14,32539.47,-17.45,-22.84,97.34
2000,15,32635.40,-11.13,-23.75,89.75
2000,16,32734.58,-5.19,-23.34,93.06
2000,17,32836.94,-18.93,-26.12,72.37
2000,18,32942.43,-13.85,-25.82,74.40
2000,19,33050.98,-10.89,-26.66,68.87
2000,20,33162.51,-10.84,-23.96,88.06
2000,21,33276.96,-12.52,-23.39,92.69
2000,22,33394.27,-16.96,-25.23,78.52
2000,23,33514.36,-8.66,-26.25,71.53
2000,24,33637.16,-1.74,-23.20,94.30
2000,25,33762.61,-4.30,-13.72,211.96
2000,26,33890.64,-4.48,-13.02,224.32
2000,27,34021.19,-9.24,-18.33,144.12
2000,28,34154.17,-14.06,-20.54,119.13
2000,29,34289.53,-5.17,-20.27,122.01
2000,30,34427.19,1.89,-19.53,130.07
2000,31,34567.09,-0.09,-15.46,183.61
2000,32,34709.17,-2.59,-13.13,222.34
2000,33,34853.36,-12.22,-17.58,153.68
2000,34,34999.59,-6.37,-21.86,106.12
2000,35,35147.79,-4.62,-20.34,121.25
2000,36,35297.91,-4.22,-20.53,119.31
2000,37,35449.88,-5.08,-19.70,128.12
2000,38,35603.65,-2.50,-18.11,146.91
2000,39,35759.14,-5.32,-21.83,106.47
2000,40,35916.30,0.53,-20.26,122.10
2000,41,36075.08,2.41,-13.11,222.78
2000,42,36235.40,-0.46,-8.81,313.99
2000,43,36397.23,-7.67,-17.71,151.91
2000,44,36560.49,-1.40,-22.77,97.95
2000,45,36725.14,0.73,-18.56,141.31
2000,46,36891.12,-1.24,-10.28,279.57
2000,47,37058.39,-1.24,-13.29,219.43
2000,48,37226.88,-9.38,-17.37,156.46
2000,49,37396.55,-7.30,-22.76,98.01
2000,50,37567.35,-2.14,-18.01,148.19
2000,51,37739.23,-2.73,-10.98,264.53
2000,52,37912.15,-2.28,-15.65,180.75
2000,53,38086.06,4.05,-14.25,202.93
2000,54,38260.91,8.08,-10.25,280.40
2000,55,38436.66,7.97,-4.13,449.81
2000,56,38613.27,2.49,-1.35,553.15
2000,57,38790.70,3.45,-2.99,489.86
2000,58,38968.90,9.54,-1.26,557.03
2000,59,39147.84,5.28,-0.60,584.68
2000,60,39327.48,3.42,-4.45,439.17
2000,61,39507.77,7.19,-6.81,366.68
2000,62,39688.68,3.86,-6.43,377.69
2000,63,39870.19,-1.54,-4.26,445.36
2000,64,40052.24,2.84,-5.41,408.29
2000,65,40234.80,1.67,-5.54,404.23
2000,66,40417.85,2.48,-6.61,372.61
2000,67,40601.34,8.67,-6.34,380.29
2000,68,40785.25,10.35,-4.81,427.53
2000,69,40969.54,13.87,-1.72,538.52
2000,70,41154.18,2.25,-6.91,363.98
2000,71,41339.14,-1.02,-6.70,369.88
2000,72,41524.39,2.00,-5.98,391.08
2000,73,41709.90,-3.50,-10.15,282.54
2000,74,41895.64,4.69,-13.86,209.42
2000,75,42081.58,8.42,-6.98,362.14
2000,76,42267.69,10.65,-0.99,568.30
2000,77,42453.94,-2.56,-7.84,338.83
2000,78,42640.31,0.29,-17.08,160.32
2000,79,42826.76,3.63,-13.90,208.74
2000,80,43013.26,7.34,-9.69,292.94
2000,81,43199.80,9.07,-6.74,368.73
2000,82,43386.33,11.37,-4.63,433.07
2000,83,43572.84,12.93,-3.59,468.62
2000,84,43759.29,11.36,-3.37,476.23
2000,85,43945.65,10.62,-3.97,455.20
2000,86,44131.90,10.07,-2.12,522.64
2000,87,44318.01,11.05,-4.54,436.29
2000,88,44503.95,10.00,-1.78,535.85
2000,89,44689.69,5.79,-2.09,523.89
2000,90,44875.20,4.48,-1.97,528.49
2000,91,45060.45,5.03,-3.90,457.58
2000,92,45245.41,10.98,-4.29,444.59
2000,93,45430.06,8.10,-0.64,583.01
2000,94,45614.35,7.08,1.80,695.32
2000,95,45798.26,10.50,2.02,706.54
2000,96,45981.75,4.61,-1.80,535.44
2000,97,46164.80,3.79,-4.44,439.57
2000,98,46347.37,8.23,-2.99,490.16
2000,99,46529.42,17.53,1.46,678.66
2000,100,46710.92,6.29,-1.65,541.24
2000,101,46891.84,3.56,-6.16,385.69
2000,102,47072.13,5.33,-5.94,392.24
2000,103,47251.77,1.13,-5.50,405.45
2000,104,47430.71,3.36,-7.63,344.41
2000,105,47608.91,12.44,-7.39,350.88
2000,106,47786.34,21.52,-3.76,462.67
2000,107,47962.95,15.31,2.02,706.61
2000,108,48138.71,7.47,-2.99,490.00
2000,109,48313.56,6.44,-2.00,527.27
2000,110,48487.47,7.23,0.38,627.88
2000,111,48660.39,12.51,1.23,667.77
2000,112,48832.27,4.27,1.66,688.61
2000,113,49003.08,4.69,-1.18,560.14
2000,114,49172.75,6.35,0.18,618.95
2000,115,49341.25,4.98,-0.95,569.73
2000,116,49508.51,8.96,-4.16,448.81
2000,117,49674.50,5.96,-2.81,496.56
2000,118,49839.15,4.89,-2.68,501.32
2000,119,50002.42,7.39,-1.58,544.11
2000,120,50164.24,16.34,-2.53,506.89
2000,121,50324.57,8.63,-2.57,505.72
2000,122,50483.35,13.12,-3.76,462.62
2000,123,50640.52,11.01,-0.25,599.51
2000,124,50796.01,15.73,-3.91,457.45
2000,125,50949.78,21.10,-0.81,575.53
2000,126,51101.76,20.70,4.73,855.88
2000,127,51251.88,19.15,9.38,1177.35
2000,128,51400.09,26.70,7.71,1051.37
2000,129,51546.33,22.31,10.11,1236.02
2000,130,51690.51,22.86,12.31,1431.12
2000,131,51832.60,10.18,4.86,863.77
2000,132,51972.51,11.48,2.24,717.60
2000,133,52110.18,19.60,2.13,712.18
2000,134,52245.54,12.09,4.32,831.50
2000,135,52378.53,16.61,4.27,828.77
2000,136,52509.07,10.90,0.38,627.57
2000,137,52637.11,14.45,-1.81,534.71
2000,138,52762.57,16.86,-0.19,602.35
2000,139,52885.38,16.33,3.70,795.85
2000,140,53005.47,9.67,0.68,641.55
2000,141,53122.79,14.24,-1.05,565.69
2000,142,53237.25,10.79,2.62,737.41
2000,143,53348.78,12.85,6.14,944.12
2000,144,53457.33,15.09,6.02,936.26
2000,145,53562.83,11.39,6.16,945.29
2000,146,53665.20,15.14,6.63,976.24
2000,147,53764.39,15.31,6.37,959.16
2000,148,53860.32,13.78,6.83,989.71
2000,149,53952.94,13.69,6.48,965.93
2000,150,54042.18,16.26,5.81,922.62
2000,151,54127.98,19.16,3.96,810.80
2000,152,54210.29,21.65,5.53,904.63
2000,153,54289.03,24.35,7.73,1052.76
2000,154,54364.16,22.04,7.53,1038.24
2000,155,54435.63,17.59,7.18,1013.88
2000,156,54503.37,16.30,2.79,746.38
2000,157,54567.34,14.37,4.43,837.95
2000,158,54627.49,10.19,5.38,895.31
2000,159,54683.78,15.20,3.87,805.64
2000,160,54736.16,18.40,2.20,715.44
2000,161,54784.59,18.72,6.42,962.31
2000,162,54829.03,24.63,10.37,1257.82
2000,163,54869.45,14.50,9.90,1219.10
2000,164,54905.82,11.79,6.62,975.41
2000,165,54938.10,15.45,6.52,968.66
2000,166,54966.28,13.78,7.31,1023.26
2000,167,54990.32,18.34,8.92,1141.63
2000,168,55010.21,26.43,11.57,1362.46
2000,169,55025.94,25.32,14.17,1615.90
2000,170,55037.48,18.64,9.55,1191.06
2000,171,55044.84,19.93,10.49,1268.58
2000,172,55047.99,22.91,7.59,1042.46
2000,173,55046.95,21.99,10.40,1260.98
2000,174,55041.71,24.29,12.65,1463.16
2000,175,55032.28,21.25,11.50,1356.49
2000,176,55018.67,23.52,7.02,1003.02
2000,177,55000.87,25.92,10.59,1276.39
2000,178,54978.92,25.93,14.44,1643.82
2000,179,54952.83,24.84,15.23,1729.53
2000,180,54922.61,23.22,9.83,1213.11
2000,181,54888.30,22.87,10.94,1307.15
2000,182,54849.92,19.78,11.00,1312.26
2000,183,54807.50,23.35,8.33,1096.80
2000,184,54761.08,26.01,9.63,1197.53
2000,185,54710.69,23.44,12.51,1449.79
2000,186,54656.37,24.14,13.51,1547.71
2000,187,54598.16,19.43,10.04,1230.72
2000,188,54536.11,18.64,6.49,966.84
2000,189,54470.26,17.83,6.18,946.42
2000,190,54400.67,20.12,5.52,904.26
2000,191,54327.38,20.03,7.63,1045.84
2000,192,54250.45,23.02,9.71,1203.30
2000,193,54169.94,20.46,9.06,1152.33
2000,194,54085.89,23.38,6.55,970.72
2000,195,53998.38,24.58,8.82,1133.63
2000,196,53907.46,23.28,11.15,1325.37
2000,197,53813.19,21.43,12.51,1449.29
2000,198,53715.63,21.05,13.38,1534.91
2000,199,53614.86,20.81,12.80,1477.75
2000,200,53510.93,23.75,11.78,1381.77
2000,201,53403.91,17.59,8.95,1143.42
2000,202,53293.87,20.62,4.39,835.75
2000,203,53180.88,21.24,6.07,939.40
2000,204,53065.00,20.47,7.36,1026.39
2000,205,52946.30,19.43,8.29,1093.30
2000,206,52824.85,23.16,7.93,1067.01
2000,207,52700.71,23.41,10.13,1237.99
2000,208,52573.97,21.32,10.19,1242.99
2000,209,52444.68,17.58,11.47,1353.88
2000,210,52312.91,23.98,11.67,1371.75
2000,211,52178.74,23.31,12.89,1486.17
2000,212,52042.23,20.85,14.88,1691.19
2000,213,51903.44,17.43,13.91,1588.40
2000,214,51762.44,17.58,13.54,1550.99
2000,215,51619.31,22.20,14.38,1637.67
2000,216,51474.10,25.55,15.26,1733.23
2000,217,51326.88,21.59,10.47,1266.14
2000,218,51177.71,21.13,8.20,1086.90
2000,219,51026.66,22.64,8.20,1086.95
2000,220,50873.79,23.95,10.86,1299.67
2000,221,50719.16,24.79,14.19,1617.30
2000,222,50562.83,25.67,14.03,1601.32
2000,223,50404.86,23.16,13.34,1531.00
2000,224,50245.30,24.21,10.58,1275.74
2000,225,50084.22,20.17,11.04,1315.32
2000,226,49921.68,20.94,11.42,1349.13
2000,227,49757.71,19.13,12.75,1472.28
2000,228,49592.39,23.17,13.86,1583.29
2000,229,49425.77,22.21,13.03,1499.49
2000,230,49257.89,16.13,9.58,1193.35
2000,231,49088.80,18.93,4.49,841.17
2000,232,48918.56,18.51,6.22,948.98
2000,233,48747.22,15.31,6.02,936.00
2000,234,48574.81,18.85,6.48,965.99
2000,235,48401.40,20.77,6.47,965.51
2000,236,48227.01,17.94,8.14,1082.41
2000,237,48051.71,20.82,10.59,1276.78
2000,238,47875.52,23.10,8.66,1121.74
2000,239,47698.50,24.89,9.81,1212.07
2000,240,47520.68,21.36,10.56,1274.44
2000,241,47342.11,22.05,9.10,1155.45
2000,242,47162.82,22.05,8.18,1085.43
2000,243,46982.85,23.99,9.88,1217.40
2000,244,46802.24,26.78,11.70,1374.48
2000,245,46621.03,27.16,14.14,1611.81
2000,246,46439.25,19.86,15.63,1774.24
2000,247,46256.94,19.98,14.54,1654.54
2000,248,46074.13,17.35,10.51,1269.71
2000,249,45890.86,14.09,0.15,617.30
2000,250,45707.16,17.49,0.09,614.71
2000,251,45523.05,20.94,1.46,678.90
2000,252,45338.59,23.05,4.12,820.05
2000,253,45153.78,22.42,7.15,1011.55
2000,254,44968.67,22.52,6.88,992.89
2000,255,44783.29,21.93,7.60,1043.30
2000,256,44597.66,19.86,13.00,1497.10
2000,257,44411.82,20.88,12.53,1451.42
2000,258,44225.79,21.06,6.15,944.39
2000,259,44039.61,16.11,6.36,958.05
2000,260,43853.30,13.03,4.56,845.76
2000,261,43666.89,15.84,2.34,722.84
2000,262,43480.40,20.04,4.74,856.18
2000,263,43293.88,19.82,8.32,1095.59
2000,264,43107.34,24.69,10.00,1227.46
2000,265,42920.82,19.89,10.45,1265.12
2000,266,42734.34,14.78,5.37,894.58
2000,267,42547.93,15.08,4.60,847.87
2000,268,42361.62,15.85,4.61,848.48
2000,269,42175.43,11.63,0.46,631.49
2000,270,41989.40,11.75,0.05,613.02
2000,271,41803.56,17.06,-0.99,568.13
2000,272,41617.93,8.80,-2.29,516.05
2000,273,41432.54,10.90,-5.27,412.85
2000,274,41247.43,17.70,-4.05,452.57
2000,275,41062.63,20.06,-1.95,529.48
2000,276,40878.16,18.98,2.24,717.80
2000,277,40694.05,20.80,3.96,810.47
2000,278,40510.34,13.16,4.48,840.97
2000,279,40327.07,10.63,2.03,707.03
2000,280,40144.26,9.32,2.92,753.35
2000,281,39961.94,9.93,1.37,674.50
2000,282,39780.16,6.69,-1.17,560.84
2000,283,39598.94,4.31,-4.50,437.47
2000,284,39418.33,3.45,-4.05,452.68
2000,285,39238.36,11.78,-2.44,510.38
2000,286,39059.07,16.74,-2.66,502.17
2000,287,38880.49,18.44,-1.42,550.26
2000,288,38702.66,21.85,1.92,701.41
2000,289,38525.64,15.36,5.14,880.78
2000,290,38349.45,4.44,1.70,690.26
2000,291,38174.13,8.18,1.07,659.87
2000,292,37999.75,7.85,2.55,733.81
2000,293,37826.32,9.64,2.40,726.11
2000,294,37653.91,15.43,-1.37,552.60
2000,295,37482.56,18.60,-1.95,529.43
2000,296,37312.31,8.77,-2.20,519.55
2000,297,37143.22,11.36,-4.59,434.64
2000,298,36975.33,15.95,-3.91,457.26
2000,299,36808.69,17.80,-0.02,609.82
2000,300,36643.37,18.22,2.54,733.30
2000,301,36479.40,16.33,3.38,778.23
2000,302,36316.84,6.70,-0.48,589.83
2000,303,36155.75,-1.85,-4.85,426.10
2000,304,35996.19,3.37,-4.97,422.07
2000,305,35838.20,4.97,-0.85,574.11
2000,306,35681.86,8.95,-1.01,567.37
2000,307,35527.22,11.37,0.14,616.98
2000,308,35374.34,13.69,-1.73,538.15
2000,309,35223.27,13.64,-1.55,545.21
2000,310,35074.09,5.13,-0.19,602.19
2000,311,34926.86,4.80,0.27,622.95
2000,312,34781.64,9.08,1.28,669.90
2000,313,34638.49,10.23,1.86,698.54
2000,314,34497.48,9.72,2.38,725.10
2000,315,34358.68,8.33,3.52,785.71
2000,316,34222.15,8.83,4.60,847.81
2000,317,34087.96,6.22,1.65,688.13
2000,318,33956.18,6.48,-0.49,589.17
2000,319,33826.87,6.46,0.23,620.95
2000,320,33700.11,1.74,-2.78,497.83
2000,321,33575.96,3.75,-2.50,508.16
2000,322,33454.49,4.40,-3.65,466.55
2000,323,33335.77,0.32,-6.17,385.22
2000,324,33219.87,1.47,-6.92,363.84
2000,325,33106.86,1.28,-8.88,312.21
2000,326,32996.80,0.61,-8.76,315.15
2000,327,32889.76,-4.00,-7.66,343.44
2000,328,32785.81,-5.92,-10.93,265.61
2000,329,32685.02,-7.02,-15.58,181.82
2000,330,32587.44,0.29,-15.75,179.12
2000,331,32493.15,3.28,-11.11,261.73
2000,332,32402.21,4.87,-4.52,436.81
2000,333,32314.67,3.67,-1.35,553.43
2000,334,32230.60,3.05,-2.24,518.03
2000,335,32150.06,0.21,-2.91,492.99
2000,336,32073.11,-2.46,-6.17,385.19
2000,337,31999.80,-6.63,-11.20,259.93
2000,338,31930.18,-1.95,-13.83,210.08
2000,339,31864.31,1.54,-12.63,231.54
2000,340,31802.24,1.49,-12.46,234.79
2000,341,31744.00,-7.20,-13.00,224.65
2000,342,31689.66,-6.87,-15.86,177.56
2000,343,31639.24,-11.84,-21.50,109.62
2000,344,31592.79,-9.42,-20.67,117.80
2000,345,31550.34,-3.01,-19.10,135.00
2000,346,31511.94,2.31,-15.09,189.37
2000,347,31477.60,4.30,-7.70,342.35
2000,348,31447.36,-6.70,-17.04,160.78
2000,349,31421.24,-1.99,-15.51,182.82
2000,350,31399.26,-3.61,-12.52,233.61
2000,351,31381.44,3.41,-13.58,214.27
2000,352,31367.79,11.64,-9.10,306.93
2000,353,31358.33,0.02,-4.34,442.92
2000,354,31353.07,-3.02,-9.80,290.44
2000,355,31352.00,-4.20,-11.56,252.49
2000,356,31355.13,-5.35,-16.60,166.96
2000,357,31362.46,-3.95,-17.28,157.56
2000,358,31373.97,-8.26,-16.32,170.89
2000,359,31389.67,-7.03,-19.39,131.59
2000,360,31409.53,-12.21,-21.15,112.94
2000,361,31433.55,-10.78,-21.65,108.11
2000,362,31461.70,-7.17,-20.08,124.00
2000,363,31493.96,-9.78,-14.20,203.65
2000,364,31530.30,-4.11,-15.26,186.58
2000,365,31570.69,-3.12,-15.08,189.43
2001,1,31615.31,-6.15,-11.24,259.06
2001,2,31663.73,-6.89,-15.36,185.15
2001,3,31716.10,-4.16,-16.01,175.30
2001,4,31772.38,-5.66,-15.09,189.28
2001,5,31832.52,-4.30,-16.88,162.99
2001,6,31896.49,-1.38,-14.33,201.63
2001,7,31964.22,-3.71,-10.71,270.29
2001,8,32035.68,-2.01,-12.41,235.75
2001,9,32110.80,-4.81,-12.87,227.08
2001,10,32189.54,-7.57,-18.81,138.37
2001,11,32271.83,-1.11,-18.23,145.39
2001,12,32357.63,-4.55,-14.76,194.50
2001,13,32446.86,-2.02,-18.57,141.28
2001,14,32539.47,-0.14,-16.78,164.44
2001,15,32635.40,-3.10,-7.35,351.91
2001,16,32734.58,0.33,-8.04,333.56
2001,17,32836.94,-3.79,-9.49,297.75
2001,18,32942.43,-5.08,-19.70,128.21
2001,19,33050.98,-2.81,-18.16,146.29
2001,20,33162.51,-4.37,-10.23,280.68
2001,21,33276.96,-6.86,-12.84,227.72
2001,22,33394.27,-3.48,-15.94,176.41
2001,23,33514.36,-0.35,-18.13,146.59
2001,24,33637.16,-0.16,-15.86,177.60
2001,25,33762.61,-1.47,-11.16,260.68
2001,26,33890.64,-0.84,-16.66,166.03
2001,27,34021.19,-1.97,-16.48,168.64
2001,28,34154.17,-4.61,-12.96,225.43
2001,29,34289.53,-1.26,-16.65,166.21
2001,30,34427.19,0.37,-15.14,188.52
2001,31,34567.09,0.23,-9.02,308.87
2001,32,34709.17,0.16,-6.95,362.87
2001,33,34853.36,-3.23,-11.60,251.64
2001,34,34999.59,-5.84,-13.98,207.40
2001,35,35147.79,-5.26,-20.70,117.47
2001,36,35297.91,-2.86,-18.00,148.27
2001,37,35449.88,-0.76,-8.92,311.23
2001,38,35603.65,-2.25,-6.58,373.48
2001,39,35759.14,-1.18,-10.00,285.81
2001,40,35916.30,5.37,-7.54,346.73
2001,41,36075.08,4.70,-8.44,323.15
2001,42,36235.40,-11.75,-19.10,134.93
2001,43,36397.23,-5.74,-21.74,107.31
2001,44,36560.49,-0.74,-18.50,142.12
2001,45,36725.14,0.72,-12.69,230.43
2001,46,36891.12,-1.57,-10.51,274.52
2001,47,37058.39,-1.09,-16.66,166.05
2001,48,37226.88,-2.64,-19.00,136.12
2001,49,37396.55,-8.77,-22.09,104.00
2001,50,37567.35,-0.18,-20.95,114.98
2001,51,37739.23,5.71,-14.10,205.43
2001,52,37912.15,-0.75,-13.46,216.51
2001,53,38086.06,-9.35,-23.07,95.40
2001,54,38260.91,-3.02,-19.61,129.13
2001,55,38436.66,-5.22,-15.42,184.21
2001,56,38613.27,0.32,-12.80,228.46
2001,57,38790.70,1.82,-11.06,262.83
2001,58,38968.90,-2.72,-12.18,240.21
2001,59,39147.84,-8.63,-17.95,148.85
2001,60,39327.48,-9.89,-21.04,114.04
2001,61,39507.77,-7.38,-21.13,113.19
2001,62,39688.68,-4.40,-18.36,143.85
2001,63,39870.19,-1.26,-15.21,187.43
2001,64,40052.24,-2.61,-12.92,226.23
2001,65,40234.80,-2.46,-9.40,299.81
2001,66,40417.85,1.15,-10.90,266.06
2001,67,40601.34,1.95,-12.95,225.65
2001,68,40785.25,-0.17,-11.34,257.03
2001,69,40969.54,-0.04,-5.89,393.65
2001,70,41154.18,1.26,-12.11,241.47
2001,71,41339.14,1.25,-14.01,206.93
2001,72,41524.39,1.54,-11.74,248.77
2001,73,41709.90,0.98,-6.58,373.48
2001,74,41895.64,4.40,-4.01,454.13
2001,75,42081.58,3.04,-7.60,344.99
2001,76,42267.69,4.69,-7.57,345.93
2001,77,42453.94,0.62,-7.31,352.83
2001,78,42640.31,4.06,-4.99,421.50
2001,79,42826.76,7.85,-7.92,336.66
2001,80,43013.26,5.63,-7.08,359.12
2001,81,43199.80,1.42,-4.77,428.59
2001,82,43386.33,0.20,-3.40,475.29
2001,83,43572.84,2.49,-4.52,436.78
2001,84,43759.29,-1.14,-7.97,335.40
2001,85,43945.65,-1.68,-13.44,216.81
2001,86,44131.90,-3.03,-13.91,208.60
2001,87,44318.01,0.51,-9.94,287.18
2001,88,44503.95,2.84,-9.35,301.00
2001,89,44689.69,-0.19,-6.55,374.31
2001,90,44875.20,0.96,-3.49,471.93
2001,91,45060.45,0.51,-4.48,438.33
2001,92,45245.41,2.09,-5.14,416.87
2001,93,45430.06,2.33,-7.40,350.40
2001,94,45614.35,7.02,-7.01,361.20
2001,95,45798.26,7.14,-6.65,371.47
2001,96,45981.75,5.86,-5.51,405.21
2001,97,46164.80,6.73,-3.40,475.07
2001,98,46347.37,4.84,-3.18,482.94
2001,99,46529.42,8.69,-1.65,541.02
2001,100,46710.92,9.66,-2.08,524.28
2001,101,46891.84,7.34,-2.57,505.48
2001,102,47072.13,6.54,-0.80,576.09
2001,103,47251.77,10.78,-1.04,565.98
2001,104,47430.71,6.74,-2.84,495.47
2001,105,47608.91,7.67,-4.17,448.51
2001,106,47786.34,8.40,-5.72,398.67
2001,107,47962.95,8.93,-4.89,424.69
2001,108,48138.71,3.92,-4.88,425.02
2001,109,48313.56,4.68,-6.81,366.92
2001,110,48487.47,12.20,-6.66,370.97
2001,111,48660.39,16.82,-3.16,483.75
2001,112,48832.27,20.92,1.78,694.61
2001,113,49003.08,22.46,1.40,675.53
2001,114,49172.75,23.28,1.90,700.41
2001,115,49341.25,9.62,-1.68,539.83
2001,116,49508.51,13.70,-3.89,458.23
