Latitude: 43.950917  Longitude: -71.728739
X & Y on Lambert Conformal Conic: 2122666.36 516890.35
Tile: 11935
Elevation: 541 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),tmax (deg c),tmin (deg c),vp (Pa)
1995,234,48585.72,19.85,10.53,1271.57
1995,235,48411.94,20.34,9.07,1152.89
1995,236,48237.20,18.59,9.76,1207.43
1995,237,48061.53,17.32,8.55,1112.87
1995,238,47884.98,20.72,4.79,859.19
1995,239,47707.59,20.00,6.51,967.90
1995,240,47529.41,21.75,4.25,827.54
1995,241,47350.47,22.13,5.16,881.82
1995,242,47170.81,20.95,6.89,993.81
1995,243,46990.48,19.95,6.91,995.31
1995,244,46809.50,23.16,8.09,1078.54
1995,245,46627.92,19.90,7.47,1034.43
1995,246,46445.77,21.21,3.65,793.22
1995,247,46263.09,23.41,4.48,840.90
1995,248,46079.91,25.46,6.84,990.78
1995,249,45896.27,21.96,7.37,1027.38
1995,250,45712.19,24.37,6.41,961.56
1995,251,45527.72,17.79,5.34,892.68
1995,252,45342.88,12.63,6.11,942.07
1995,253,45157.70,12.12,5.39,895.82
1995,254,44972.22,17.25,-0.69,580.67
1995,255,44786.46,22.47,1.20,666.32
1995,256,44600.46,18.40,5.49,902.55
1995,257,44414.25,22.17,10.57,1275.32
1995,258,44227.85,13.00,4.21,824.87
1995,259,44041.29,15.93,-1.08,564.37
1995,260,43854.60,13.69,0.80,647.15
1995,261,43667.82,15.83,6.68,979.50
1995,262,43480.97,17.32,0.03,612.08
1995,263,43294.07,16.53,0.72,643.43
1995,264,43107.16,16.00,4.65,850.72
1995,265,42920.26,18.32,6.85,990.91
1995,266,42733.41,11.68,4.30,830.48
1995,267,42546.62,12.95,-0.91,571.45
1995,268,42359.94,12.73,-0.38,594.06
1995,269,42173.38,12.22,2.39,725.50
1995,270,41986.98,16.97,7.74,1053.29
1995,271,41800.76,13.80,5.08,876.56
1995,272,41614.76,14.90,-2.76,498.41
1995,273,41429.00,18.63,-2.62,503.58
1995,274,41243.52,20.63,-2.01,526.97
1995,275,41058.34,23.25,-0.11,605.90
1995,276,40873.49,17.80,1.07,659.90
1995,277,40689.02,13.74,5.06,875.75
1995,278,40504.94,13.18,8.31,1095.41
1995,279,40321.29,10.71,6.98,999.89
1995,280,40138.11,12.03,6.77,985.53
1995,281,39955.42,15.01,6.57,972.03
1995,282,39773.27,12.48,4.72,854.91
1995,283,39591.69,16.00,1.89,699.84
1995,284,39410.71,17.33,2.45,728.24
1995,285,39230.37,21.12,3.04,759.84
1995,286,39050.71,24.22,4.95,868.66
1995,287,38871.76,20.25,5.62,910.24
1995,288,38693.57,12.44,5.06,875.89
1995,289,38516.18,6.86,2.81,747.38
1995,290,38339.63,8.53,0.33,625.63
1995,291,38163.95,16.70,-1.51,546.98
1995,292,37989.20,17.17,0.16,618.06
1995,293,37815.42,14.56,1.77,694.16
1995,294,37642.65,16.19,5.20,884.50
1995,295,37470.94,10.84,2.69,740.82
1995,296,37300.33,18.08,0.11,615.68
1995,297,37130.88,19.82,0.75,644.98
1995,298,36962.64,11.14,1.45,678.28
1995,299,36795.65,11.43,1.14,663.29
1995,300,36629.97,14.19,-1.47,548.39
1995,301,36465.66,13.67,-0.14,604.45
1995,302,36302.75,7.38,1.70,690.50
1995,303,36141.32,3.95,-3.56,469.40
1995,304,35981.41,5.03,-2.98,490.34
1995,305,35823.09,4.23,-1.01,567.19
1995,306,35666.41,7.72,0.06,613.50
1995,307,35511.43,9.16,2.10,710.55
1995,308,35358.22,3.50,-2.85,495.32
1995,309,35206.83,3.01,-6.46,376.78
1995,310,35057.32,5.84,-4.87,425.48
1995,311,34909.77,5.21,-4.16,448.84
1995,312,34764.22,3.83,-4.25,445.84
1995,313,34620.76,-3.82,-7.77,340.45
1995,314,34479.44,2.76,-12.80,228.36
1995,315,34340.33,12.77,-6.43,377.63
1995,316,34203.49,10.60,-3.80,461.32
1995,317,34069.00,1.19,-8.87,312.49
1995,318,33936.92,2.41,-5.26,412.90
1995,319,33807.33,7.02,-2.83,496.05
1995,320,33680.28,2.16,-3.51,471.43
1995,321,33555.85,-0.57,-7.15,357.23
1995,322,33434.11,0.20,-10.53,274.04
1995,323,33315.12,0.17,-6.79,367.27
1995,324,33198.95,0.94,-2.91,493.04
1995,325,33085.68,2.89,-2.55,506.26
1995,326,32975.36,1.45,-5.46,406.93
1995,327,32868.08,-0.78,-5.41,408.39
1995,328,32763.89,-2.18,-7.84,338.60
1995,329,32662.86,-1.16,-13.00,224.80
1995,330,32565.06,2.03,-10.71,270.31
1995,331,32470.54,2.08,-5.90,393.32
1995,332,32379.39,6.85,-4.16,448.99
1995,333,32291.64,-2.92,-8.14,330.90
1995,334,32207.38,-3.32,-14.41,200.22
1995,335,32126.65,1.21,-13.11,222.72
1995,336,32049.51,-3.99,-9.54,296.42
1995,337,31976.03,-1.97,-14.56,197.78
1995,338,31906.25,2.71,-11.47,254.24
1995,339,31840.22,-0.93,-11.66,250.36
1995,340,31777.99,0.28,-11.39,255.82
1995,341,31719.62,-3.40,-12.93,226.09
1995,342,31665.14,-8.36,-16.80,164.15
1995,343,31614.60,-3.74,-17.48,155.01
1995,344,31568.04,-6.80,-16.24,171.94
1995,345,31525.50,-10.70,-18.29,144.68
1995,346,31487.00,-9.38,-20.36,121.09
1995,347,31452.57,-7.85,-20.75,117.02
1995,348,31422.26,-7.36,-21.45,110.01
1995,349,31396.08,-3.89,-17.73,151.70
1995,350,31374.04,-4.51,-8.32,326.28
1995,351,31356.18,-3.50,-8.65,318.01
1995,352,31342.50,-5.29,-10.45,275.82
1995,353,31333.02,-7.75,-17.25,158.01
1995,354,31327.74,-6.44,-16.85,163.43
1995,355,31326.67,-4.44,-12.10,241.77
1995,356,31329.81,-1.72,-10.09,283.92
1995,357,31337.15,-0.56,-5.98,390.89
1995,358,31348.70,-2.89,-7.10,358.77
1995,359,31364.43,-3.60,-9.85,289.22
1995,360,31384.35,-4.39,-10.13,282.91
1995,361,31408.42,-3.87,-9.82,290.11
1995,362,31436.64,-3.06,-11.28,258.21
1995,363,31468.97,-4.80,-12.48,234.35
1995,364,31505.40,-2.34,-11.08,262.39
1995,365,31545.89,-1.13,-8.67,317.37
1996,1,31590.62,-3.49,-7.22,355.40
1996,2,31639.16,-8.39,-13.85,209.60
1996,3,31691.65,-11.61,-15.11,188.91
1996,4,31748.07,-13.03,-19.10,134.98
1996,5,31808.35,-17.51,-28.89,55.97
1996,6,31872.47,-14.67,-26.94,67.13
1996,7,31940.37,-12.44,-27.05,66.43
1996,8,32011.99,-9.79,-24.18,86.31
1996,9,32087.29,-5.61,-19.48,130.58
1996,10,32166.22,-5.38,-17.94,149.06
1996,11,32248.70,-6.65,-17.64,152.91
1996,12,32334.70,-2.94,-17.78,151.02
1996,13,32424.14,-1.46,-15.32,185.73
1996,14,32516.97,2.32,-11.41,255.44
1996,15,32613.12,-8.23,-15.34,185.41
1996,16,32712.53,-0.57,-23.54,91.46
1996,17,32815.14,6.42,-17.68,152.37
1996,18,32920.87,10.28,-1.40,551.33
1996,19,33029.66,11.21,-1.31,555.01
1996,20,33141.45,-4.81,-12.52,233.72
1996,21,33256.17,-7.22,-15.37,184.93
1996,22,33373.74,-0.26,-14.01,207.01
1996,23,33494.10,0.81,-8.08,332.34
1996,24,33617.19,6.37,-5.93,392.50
1996,25,33742.93,-5.28,-11.28,258.15
1996,26,33871.25,-1.65,-16.17,173.01
1996,27,34002.08,7.60,-11.86,246.36
1996,28,34135.36,-5.61,-10.14,282.73
1996,29,34271.02,-5.43,-18.55,141.43
1996,30,34408.99,-0.83,-16.94,162.16
1996,31,34549.21,-8.22,-15.33,185.51
1996,32,34691.60,-10.99,-22.03,104.56
1996,33,34836.10,-7.67,-20.79,116.61
1996,34,34982.65,-12.62,-17.91,149.45
1996,35,35131.18,-14.24,-24.25,85.81
1996,36,35281.63,-11.52,-24.64,82.83
1996,37,35433.93,-10.02,-23.61,90.91
1996,38,35588.03,-3.12,-19.78,127.23
1996,39,35743.86,1.51,-14.36,201.00
1996,40,35901.36,1.44,-5.25,413.43
1996,41,36060.47,-0.28,-7.46,348.88
1996,42,36221.14,0.73,-9.69,293.05
1996,43,36383.31,-9.68,-16.05,174.70
1996,44,36546.92,-16.80,-25.57,76.11
1996,45,36711.92,-8.47,-24.13,86.72
1996,46,36878.26,-4.67,-19.59,129.44
1996,47,37045.87,-6.62,-19.22,133.63
1996,48,37214.72,-6.48,-18.27,144.85
1996,49,37384.75,-7.22,-18.15,146.44
1996,50,37555.91,-4.25,-23.72,90.00
1996,51,37728.15,3.48,-16.33,170.66
1996,52,37901.43,5.47,-2.96,491.06
1996,53,38075.69,6.49,0.55,635.50
1996,54,38250.91,7.81,0.01,610.94
1996,55,38427.02,4.35,-1.79,535.57
1996,56,38604.00,1.12,-2.68,501.32
1996,57,38781.79,1.22,-5.99,390.67
1996,58,38960.36,4.87,-6.96,362.52
1996,59,39139.66,7.43,-6.38,379.12
1996,60,39319.67,-7.20,-14.57,197.61
1996,61,39500.33,-3.27,-16.54,167.78
1996,62,39681.61,-3.77,-14.98,191.05
1996,63,39863.48,-2.10,-13.82,210.11
1996,64,40045.90,-8.03,-15.00,190.64
1996,65,40228.84,-5.53,-15.33,185.59
1996,66,40412.25,-2.17,-10.50,274.86
1996,67,40596.12,-6.87,-10.65,271.57
1996,68,40780.40,-6.69,-13.27,219.91
1996,69,40965.06,-10.10,-17.94,149.08
1996,70,41150.08,-1.29,-22.29,102.16
1996,71,41335.41,4.23,-18.36,143.75
1996,72,41521.03,7.61,-14.93,191.90
1996,73,41706.92,10.70,-11.18,260.35
1996,74,41893.03,11.66,-7.05,359.99
1996,75,42079.34,9.49,-3.00,489.55
1996,76,42265.82,0.96,-8.45,323.08
1996,77,42452.45,4.01,-10.30,279.23
1996,78,42639.19,7.89,-9.46,298.26
1996,79,42826.01,10.62,-7.60,345.11
1996,80,43012.89,4.71,-6.22,383.93
1996,81,43199.80,2.89,-1.92,530.34
1996,82,43386.70,2.15,-3.32,478.13
1996,83,43573.58,-1.52,-7.05,360.15
1996,84,43760.41,2.86,-8.98,309.94
1996,85,43947.14,12.10,-5.37,409.45
1996,86,44133.77,8.96,-2.90,493.37
1996,87,44320.25,-3.25,-10.78,268.72
1996,88,44506.57,3.29,-12.96,225.54
1996,89,44692.68,6.71,-9.61,294.97
1996,90,44878.56,3.20,-7.49,348.16
1996,91,45064.18,8.44,-7.07,359.53
1996,92,45249.52,13.82,-5.31,411.40
1996,93,45434.53,4.73,-4.66,432.11
1996,94,45619.20,0.56,-7.10,358.79
1996,95,45803.48,4.70,-8.47,322.47
1996,96,45987.34,6.14,-4.92,423.85
1996,97,46170.76,5.69,-2.71,500.49
1996,98,46353.70,0.79,-3.06,487.58
1996,99,46536.12,-0.12,-3.52,470.89
1996,100,46717.99,4.35,-5.46,406.73
1996,101,46899.28,-0.10,-4.58,434.83
1996,102,47079.94,8.45,-3.04,488.23
1996,103,47259.94,7.09,-1.97,528.53
1996,104,47439.25,8.94,-4.12,450.13
1996,105,47617.82,1.74,-2.51,507.64
1996,106,47795.61,10.20,-3.19,482.62
1996,107,47972.59,4.43,-2.62,503.56
1996,108,48148.71,3.73,-1.64,541.50
1996,109,48323.92,8.30,-2.32,514.85
1996,110,48498.19,14.49,-2.36,513.54
1996,111,48671.47,17.76,0.29,623.63
1996,112,48843.72,18.02,3.11,763.23
1996,113,49014.88,19.07,2.12,711.60
1996,114,49184.91,20.32,5.27,888.75
1996,115,49353.76,8.24,2.21,716.15
1996,116,49521.38,13.28,-2.48,508.89
1996,117,49687.71,20.24,1.53,682.27
1996,118,49852.72,10.05,0.57,636.40
1996,119,50016.33,8.44,-4.35,442.52
1996,120,50178.50,8.45,-4.24,446.04
1996,121,50339.18,10.82,-0.61,584.34
1996,122,50498.29,15.66,2.77,745.01
1996,123,50655.80,13.25,1.20,666.07
1996,124,50811.63,14.13,-1.80,535.13
1996,125,50965.73,12.08,1.18,665.35
1996,126,51118.04,12.54,2.93,753.79
1996,127,51268.49,9.23,0.14,617.15
1996,128,51417.03,15.81,-3.17,483.41
1996,129,51563.58,17.69,-0.68,581.01
1996,130,51708.09,14.39,1.67,689.20
1996,131,51850.48,11.63,5.10,877.77
1996,132,51990.70,11.43,5.74,917.88
1996,133,52128.68,6.10,2.92,753.29
1996,134,52264.34,6.05,-0.79,576.31
1996,135,52397.63,10.82,-3.86,458.96
1996,136,52528.47,15.83,-2.20,519.59
1996,137,52656.80,16.67,-0.36,594.77
1996,138,52782.54,15.06,2.99,756.92
1996,139,52905.63,19.99,5.96,931.85
1996,140,53026.00,23.87,8.97,1145.40
1996,141,53143.58,26.72,11.77,1380.26
1996,142,53258.30,23.08,13.08,1505.24
1996,143,53370.09,22.29,6.44,963.78
1996,144,53478.90,18.27,5.79,920.97
1996,145,53584.64,13.89,5.37,895.02
1996,146,53687.25,11.20,-0.22,601.15
1996,147,53786.66,15.64,-1.83,534.00
1996,148,53882.82,17.76,0.76,645.17
1996,149,53975.66,18.91,0.62,638.65
1996,150,54065.11,13.56,3.16,766.38
1996,151,54151.11,10.51,1.42,676.66
1996,152,54233.61,19.69,1.75,693.01
1996,153,54312.54,24.83,3.95,810.30
1996,154,54387.85,25.13,5.74,917.82
1996,155,54459.48,20.69,6.19,947.02
1996,156,54527.39,21.47,9.76,1207.65
1996,157,54591.51,21.76,11.73,1376.84
1996,158,54651.81,21.65,7.47,1034.40
1996,159,54708.23,18.34,10.85,1298.82
1996,160,54760.73,18.87,13.04,1500.80
1996,161,54809.28,17.38,14.55,1655.32
1996,162,54853.83,19.13,13.41,1537.50
1996,163,54894.35,27.81,14.10,1608.19
1996,164,54930.80,28.42,15.61,1771.99
1996,165,54963.16,23.94,15.15,1720.51
1996,166,54991.41,22.55,13.24,1521.12
1996,167,55015.51,23.67,10.97,1309.56
1996,168,55035.45,23.64,7.82,1058.95
1996,169,55051.21,25.97,10.46,1266.01
1996,170,55062.78,23.81,11.85,1387.85
1996,171,55070.16,22.33,9.88,1217.16
1996,172,55073.32,20.28,11.32,1340.37
1996,173,55072.28,21.12,13.08,1504.60
1996,174,55067.03,15.28,10.30,1252.28
1996,175,55057.57,19.43,10.38,1259.21
1996,176,55043.92,20.54,8.12,1081.22
1996,177,55026.09,19.33,10.00,1227.22
1996,178,55004.08,17.03,7.40,1029.38
1996,179,54977.93,18.45,6.47,965.84
1996,180,54947.64,21.75,6.89,994.07
1996,181,54913.24,19.64,7.55,1040.09
1996,182,54874.77,17.51,11.38,1345.22
1996,183,54832.25,25.94,13.49,1545.98
1996,184,54785.71,25.79,10.73,1288.89
1996,185,54735.20,19.83,12.64,1461.73
1996,186,54680.75,21.03,13.53,1549.34
1996,187,54622.40,22.01,13.01,1497.80
1996,188,54560.20,20.97,10.58,1276.26
1996,189,54494.20,23.18,7.03,1003.81
1996,190,54424.44,26.29,10.77,1291.91
1996,191,54350.98,26.38,13.80,1576.88
1996,192,54273.87,20.03,10.28,1250.52
1996,193,54193.16,22.86,8.29,1093.73
1996,194,54108.92,24.84,9.75,1206.54
1996,195,54021.20,18.50,12.96,1492.66
1996,196,53930.07,25.91,14.19,1617.15
1996,197,53835.58,22.20,16.57,1884.89
1996,198,53737.79,24.60,15.72,1784.68
1996,199,53636.78,24.73,12.03,1405.02
1996,200,53532.61,26.50,12.49,1447.39
1996,201,53425.35,20.86,12.52,1450.60
1996,202,53315.06,14.57,10.38,1259.14
1996,203,53201.80,19.48,10.09,1234.89
1996,204,53085.66,24.76,7.39,1028.20
1996,205,52966.68,21.20,9.35,1174.88
1996,206,52844.96,24.37,11.00,1312.07
1996,207,52720.55,20.08,14.14,1612.17
1996,208,52593.51,22.92,15.19,1725.94
1996,209,52463.93,21.59,12.73,1470.68
1996,210,52331.87,22.60,9.40,1178.57
1996,211,52197.40,23.54,8.75,1128.10
1996,212,52060.58,20.54,10.45,1265.07
1996,213,51921.48,16.32,12.26,1426.26
1996,214,51780.18,17.61,12.72,1469.29
1996,215,51636.73,23.51,12.91,1487.70
1996,216,51491.20,25.04,11.53,1358.56
1996,217,51343.65,26.18,12.07,1408.63
1996,218,51194.16,27.34,12.62,1460.09
1996,219,51042.78,28.40,13.32,1529.05
1996,220,50889.58,28.38,13.87,1584.27
1996,221,50734.61,27.22,15.32,1740.16
1996,222,50577.94,21.52,15.95,1811.93
1996,223,50419.63,22.18,11.49,1355.12
1996,224,50259.73,20.87,7.03,1003.60
1996,225,50098.31,21.42,7.06,1005.76
1996,226,49935.42,22.17,8.88,1138.46
1996,227,49771.11,23.70,9.65,1198.86
1996,228,49605.44,23.41,8.66,1121.28
1996,229,49438.46,22.25,9.58,1193.11
1996,230,49270.22,23.41,11.90,1392.93
1996,231,49100.78,23.80,9.75,1207.13
1996,232,48930.19,23.40,8.38,1100.20
1996,233,48758.48,25.18,7.04,1004.23
1996,234,48585.72,25.18,9.50,1186.65
1996,235,48411.94,25.72,13.05,1502.19
1996,236,48237.20,23.44,12.35,1434.13
1996,237,48061.53,22.78,12.79,1476.39
1996,238,47884.98,24.69,8.55,1112.99
1996,239,47707.59,23.84,10.20,1243.89
1996,240,47529.41,18.57,12.06,1407.28
1996,241,47350.47,21.47,13.15,1511.84
1996,242,47170.81,22.69,11.08,1319.27
1996,243,46990.48,20.42,7.17,1013.25
1996,244,46809.50,24.71,6.76,984.77
1996,245,46627.92,25.34,8.79,1131.11
1996,246,46445.77,22.09,9.88,1217.79
1996,247,46263.09,25.48,13.24,1521.07
1996,248,46079.91,25.90,11.89,1391.40
1996,249,45896.27,26.42,12.47,1445.77
1996,250,45712.19,25.87,12.60,1458.71
1996,251,45527.72,22.45,9.72,1204.68
1996,252,45342.88,16.86,10.16,1240.83
1996,253,45157.70,21.22,11.65,1369.35
1996,254,44972.22,22.40,11.94,1396.68
1996,255,44786.46,21.22,9.19,1162.66
1996,256,44600.46,17.88,10.07,1233.02
1996,257,44414.25,15.49,10.46,1265.54
1996,258,44227.85,17.18,9.35,1175.21
1996,259,44041.29,18.08,8.30,1094.53
1996,260,43854.60,15.40,8.40,1101.50
1996,261,43667.82,13.83,8.25,1090.77
1996,262,43480.97,15.58,8.56,1113.95
1996,263,43294.07,16.58,5.25,887.49
1996,264,43107.16,19.59,4.47,840.03
1996,265,42920.26,20.43,5.23,886.08
1996,266,42733.41,18.18,5.37,894.98
1996,267,42546.62,14.62,4.94,868.32
1996,268,42359.94,12.10,-0.88,572.82
1996,269,42173.38,8.85,0.03,612.02
1996,270,41986.98,13.69,1.62,686.71
1996,271,41800.76,12.57,0.59,637.53
1996,272,41614.76,17.71,2.66,739.45
1996,273,41429.00,15.95,8.21,1087.87
1996,274,41243.52,14.20,4.11,819.55
1996,275,41058.34,17.89,0.88,650.73
1996,276,40873.49,18.78,3.42,780.22
1996,277,40689.02,8.65,2.02,706.26
1996,278,40504.94,6.10,-4.13,449.95
1996,279,40321.29,9.87,-5.57,403.48
1996,280,40138.11,13.46,-4.52,436.80
1996,281,39955.42,18.74,-2.03,526.35
1996,282,39773.27,16.18,-0.21,601.56
1996,283,39591.69,12.94,2.41,726.40
1996,284,39410.71,9.41,2.12,711.41
1996,285,39230.37,6.79,0.04,612.65
1996,286,39050.71,10.65,-5.31,411.38
1996,287,38871.76,13.52,-3.42,474.43
1996,288,38693.57,13.93,1.82,696.31
1996,289,38516.18,5.57,-4.50,437.60
1996,290,38339.63,13.71,-3.67,465.62
1996,291,38163.95,12.73,-0.09,606.85
1996,292,37989.20,10.52,-3.64,466.67
1996,293,37815.42,9.73,-2.99,489.89
1996,294,37642.65,7.45,1.68,689.34
1996,295,37470.94,8.07,3.96,810.45
1996,296,37300.33,9.77,4.96,869.47
1996,297,37130.88,11.62,1.50,680.62
1996,298,36962.64,13.57,1.91,700.74
1996,299,36795.65,11.71,2.91,752.80
1996,300,36629.97,12.86,-0.08,607.34
1996,301,36465.66,15.81,-0.57,585.90
1996,302,36302.75,12.13,-0.31,596.94
1996,303,36141.32,6.36,0.43,630.22
1996,304,35981.41,6.64,-3.50,471.80
1996,305,35823.09,8.41,-1.95,529.30
1996,306,35666.41,4.83,-4.17,448.54
1996,307,35511.43,4.04,-5.63,401.59
1996,308,35358.22,0.48,-6.74,368.92
1996,309,35206.83,5.69,-6.13,386.60
1996,310,35057.32,7.43,-3.48,472.34
1996,311,34909.77,7.80,-0.31,596.98
1996,312,34764.22,13.30,1.62,686.42
1996,313,34620.76,17.13,5.63,910.85
1996,314,34479.44,15.62,7.97,1069.98
1996,315,34340.33,6.05,-2.34,514.39
1996,316,34203.49,2.14,-4.69,431.14
1996,317,34069.00,-0.41,-6.80,367.07
1996,318,33936.92,-3.30,-10.15,282.57
1996,319,33807.33,-3.49,-13.53,215.16
1996,320,33680.28,-3.34,-14.30,202.13
1996,321,33555.85,3.60,-14.58,197.46
1996,322,33434.11,10.38,-15.05,189.99
1996,323,33315.12,7.32,-7.36,351.65
1996,324,33198.95,3.18,-4.80,427.70
1996,325,33085.68,-0.14,-3.73,463.54
1996,326,32975.36,-1.34,-4.24,446.08
1996,327,32868.08,0.24,-5.15,416.62
1996,328,32763.89,1.62,-6.84,365.93
1996,329,32662.86,-3.64,-11.67,250.15
1996,330,32565.06,-0.99,-10.42,276.54
1996,331,32470.54,0.36,-7.26,354.31
1996,332,32379.39,-5.79,-10.33,278.58
1996,333,32291.64,-5.14,-14.66,196.09
1996,334,32207.38,-2.11,-13.39,217.73
1996,335,32126.65,2.20,-9.00,309.39
1996,336,32049.51,9.10,-4.86,425.72
1996,337,31976.03,7.92,-1.11,562.95
1996,338,31906.25,1.63,-6.54,374.48
1996,339,31840.22,1.22,-6.12,386.75
1996,340,31777.99,1.10,-5.97,391.34
1996,341,31719.62,-0.50,-5.60,402.49
1996,342,31665.14,-0.61,-4.29,444.60
1996,343,31614.60,0.22,-4.82,427.15
1996,344,31568.04,0.25,-10.55,273.75
1996,345,31525.50,0.00,-10.00,286.00
1996,346,31487.00,1.40,-6.83,366.35
1996,347,31452.57,1.49,-4.24,446.34
1996,348,31422.26,1.93,-2.42,511.21
1996,349,31396.08,1.42,-2.43,510.80
1996,350,31374.04,1.45,-1.58,544.15
1996,351,31356.18,1.90,-1.29,555.93
1996,352,31342.50,5.06,-0.81,575.66
1996,353,31333.02,5.92,-1.16,561.04
1996,354,31327.74,2.76,-2.46,509.85
1996,355,31326.67,-5.26,-8.48,322.16
1996,356,31329.81,-3.70,-15.07,189.57
1996,357,31337.15,-2.07,-13.60,214.02
1996,358,31348.70,1.04,-8.04,333.40
1996,359,31364.43,5.75,-5.59,402.81
1996,360,31384.35,-4.45,-8.60,319.28
1996,361,31408.42,-3.63,-15.02,190.35
1996,362,31436.64,0.19,-12.38,236.23
1996,363,31468.97,2.37,-6.96,362.48
1996,364,31505.40,6.20,-3.41,474.95
1996,365,31545.89,-2.80,-7.80,339.78
1997,1,31590.62,-9.22,-23.83,89.10
1997,2,31639.16,-2.13,-19.71,128.07
1997,3,31691.65,-0.25,-9.40,299.69
1997,4,31748.07,2.57,-5.62,401.86
1997,5,31808.35,3.95,-2.24,518.10
1997,6,31872.47,0.90,-3.57,469.36
1997,7,31940.37,-5.52,-8.68,317.30
1997,8,32011.99,-8.45,-15.56,182.12
1997,9,32087.29,-3.18,-13.83,209.98
1997,10,32166.22,-2.01,-12.38,236.40
1997,11,32248.70,-5.26,-13.36,218.30
1997,12,32334.70,-6.43,-14.04,206.43
1997,13,32424.14,-4.67,-13.06,223.55
1997,14,32516.97,-4.04,-14.37,200.94
1997,15,32613.12,0.70,-12.23,239.14
1997,16,32712.53,1.26,-11.64,250.83
1997,17,32815.14,-11.30,-21.27,111.80
1997,18,32920.87,-15.20,-25.72,75.06
1997,19,33029.66,-11.42,-30.22,49.35
1997,20,33141.45,-6.69,-26.03,73.00
1997,21,33256.17,-2.95,-14.62,196.78
1997,22,33373.74,5.95,-13.29,219.53
1997,23,33494.10,4.47,-7.54,346.62
1997,24,33617.19,-0.69,-20.63,118.19
1997,25,33742.93,3.20,-19.17,134.18
1997,26,33871.25,-9.47,-17.13,159.66
1997,27,34002.08,-6.04,-23.72,90.00
1997,28,34135.36,-0.44,-23.44,92.26
1997,29,34271.02,-10.60,-19.60,129.23
1997,30,34408.99,-9.17,-25.17,78.97
1997,31,34549.21,-4.26,-22.58,99.57
1997,32,34691.60,-0.28,-10.29,279.46
1997,33,34836.10,1.51,-7.11,358.54
1997,34,34982.65,-0.63,-7.22,355.38
1997,35,35131.18,-1.55,-14.77,194.36
1997,36,35281.63,1.54,-13.41,217.32
1997,37,35433.93,0.06,-6.07,388.21
1997,38,35588.03,-2.02,-10.67,270.98
1997,39,35743.86,-4.47,-16.85,163.48
1997,40,35901.36,-1.94,-22.83,97.41
1997,41,36060.47,-1.60,-21.48,109.77
1997,42,36221.14,-3.17,-16.40,169.70
1997,43,36383.31,-2.55,-14.09,205.52
1997,44,36546.92,-7.06,-16.98,161.59
1997,45,36711.92,-1.58,-18.80,138.47
1997,46,36878.26,0.98,-14.29,202.28
1997,47,37045.87,-8.36,-16.32,170.89
1997,48,37214.72,-4.56,-17.08,160.34
1997,49,37384.75,8.59,-14.99,190.90
1997,50,37555.91,9.42,-7.26,354.23
1997,51,37728.15,1.55,-8.46,322.81
1997,52,37901.43,9.10,-7.19,356.19
1997,53,38075.69,14.42,-3.52,471.14
1997,54,38250.91,-3.31,-11.71,249.41
1997,55,38427.02,-3.06,-12.48,234.42
1997,56,38604.00,-4.45,-19.57,129.65
1997,57,38781.79,6.39,-16.79,164.23
1997,58,38960.36,4.78,-6.08,387.99
1997,59,39139.66,3.22,-2.87,494.30
1997,60,39319.67,3.93,-5.31,411.48
1997,61,39500.33,9.93,-3.87,458.72
1997,62,39681.61,-1.00,-7.19,356.12
1997,63,39863.48,-2.08,-7.47,348.57
1997,64,40045.90,3.25,-7.10,358.74
1997,65,40228.84,-0.36,-7.15,357.34
1997,66,40412.25,-5.94,-11.54,252.87
1997,67,40596.12,-4.72,-16.70,165.50
1997,68,40780.40,-1.70,-20.92,115.24
1997,69,40965.06,2.25,-16.70,165.55
1997,70,41150.08,0.73,-7.86,338.22
1997,71,41335.41,-3.63,-12.61,231.86
1997,72,41521.03,-6.19,-18.63,140.47
1997,73,41706.92,-1.48,-16.66,166.06
1997,74,41893.03,1.16,-15.14,188.50
1997,75,42079.34,-7.74,-14.49,198.86
1997,76,42265.82,-1.68,-19.59,129.43
1997,77,42452.45,-2.07,-16.56,167.47
1997,78,42639.19,0.27,-18.82,138.29
1997,79,42826.01,0.27,-14.84,193.29
1997,80,43012.89,2.19,-9.52,296.92
1997,81,43199.80,0.47,-7.49,347.94
1997,82,43386.70,-5.26,-15.26,186.72
1997,83,43573.58,-2.45,-15.63,180.98
1997,84,43760.41,3.59,-15.69,180.07
1997,85,43947.14,4.61,-10.82,267.87
1997,86,44133.77,8.11,-5.24,413.77
1997,87,44320.25,11.85,-5.43,407.71
1997,88,44506.57,8.26,-3.03,488.62
1997,89,44692.68,6.82,0.19,619.11
1997,90,44878.56,2.07,-2.01,527.15
1997,91,45064.18,2.88,-5.54,404.29
1997,92,45249.52,3.37,-7.04,360.43
1997,93,45434.53,9.04,-7.03,360.55
1997,94,45619.20,6.51,-3.56,469.42
1997,95,45803.48,12.88,-4.41,440.64
1997,96,45987.34,8.90,-0.57,585.81
1997,97,46170.76,15.23,-0.14,604.69
